DATE,AAPL,AMZN,CSCO,DELL,EBAY,GOOG,HPQ,IBM,INTC,MSFT,ORCL,YHOO,MARKET,CASH
731001,-0.078714,-0.090592,-0.071359,-0.048343,0.002176,NaN,-0.04568,-0.022729,-0.044883,-0.016349,-0.070468,-0.059606,-0.014827,0.000138473
731002,0.008595,0.065773,0.013684,-0.002048,0.010688,NaN,0.016996,-0.007545,0.015414,-0.000145,0.054445,0.024901,0.003819,0.000136625
731003,0.047118,0.015578,-0.021288,0.010263,0.012062,NaN,-0.002387,0.00975,0.06405,0.016768,0.036601,0.074544,0.007191,0.000138104
731006,-0.01101,-0.00236,0.046684,0.015847,0.02302,NaN,0.011966,0.006644,-0.008351,0.006255,0.01261,0.016444,0.006471,0.000138473
731007,0.013553,-0.027794,0.091738,0.0488,0.033355,NaN,0.015203,0.029303,0.043158,0.025713,0.043587,0.011122,0.010335,0.000136625
731008,-0.010029,-0.027372,-0.036212,-0.036613,-0.00278,NaN,-0.044592,0.004531,0.003027,-0.003306,0.01432,-0.016,-0.009449,0.000136255
731009,0.044863,0.008755,0.05106,0.013856,0.006505,NaN,0.018809,-0.002128,0.044266,0.018242,0.019412,-0.013211,0.001851,0.000136625
731010,-0.015697,-0.026658,-0.060953,0.003124,-0.022157,NaN,-0.024274,-0.009808,-0.015093,-0.00665,-0.018465,-0.044799,-0.010255,0.000136995
731013,-0.060038,-0.053503,-0.005368,-0.016738,-0.011959,NaN,-0.025929,0.010853,-0.011086,-0.014619,-0.048207,-0.037197,-0.005003,0.000135515
731014,0.013473,-0.014805,-0.000491,0.033254,0.011148,NaN,0.017986,-0.000937,-0.006594,-0.000555,-0.003088,0.013998,0.002431,0.000134036
731015,0.007878,-0.035519,-0.066274,-0.034866,-0.026461,NaN,-0.014134,-0.006055,-0.035513,-0.019284,-0.039653,-0.053009,-0.006578,0.000133666
731016,-0.028823,-0.058782,-0.067298,-0.005955,0.036402,NaN,-0.039427,-0.006779,-0.049897,-0.025322,-0.041935,-0.03965,-0.016694,0.000134036
731017,0.028169,-0.060196,-0.061443,-0.028754,0.016547,NaN,0.007463,-0.018575,0.002535,-0.012772,0.010101,-0.02793,-0.00622,0.000132555
731020,-0.005382,-0.052842,-0.009009,-0.016447,-0.032862,NaN,-0.007778,0.005898,-0.004697,-0.01676,-0.010667,-0.043723,0.00211,0.000132555
731021,-0.006886,-0.03973,0.008485,-0.010452,0.002699,NaN,-0.026582,0.004988,-0.031942,0.006579,0.12938,0.016329,-0.004576,0.000132185
731022,0.073304,0.102993,-0.014423,-0.009294,0.100554,NaN,0.035769,-0.015239,0.030746,0.031046,0.045346,0.188303,0.004825,0.000131445
731023,0.03784,0.043895,0.078049,0.002132,0.005755,NaN,-0.010397,-0.004333,-0.008003,0.006195,0.021689,-0.037317,0.006396,0.000132185
731024,-0.010227,-0.051988,-0.00905,-0.00383,-0.030186,NaN,-0.010507,0.002398,0.008801,-0.014462,-0.023464,-0.027528,-0.010344,0.000129963
731027,0.077718,0.033065,0.056507,0.035882,0.047942,NaN,0.018582,-0.001949,0.038895,0.000291,0.01659,0.142114,-0.009465,0.000130334
731028,-0.010004,0.034348,-0.026472,0.030928,-0.037725,NaN,-0.013031,0.003462,0.013646,0.018736,0.037704,-0.031866,-0.002966,0.000130334
731029,-0.017263,0.059623,-0.004994,0.0296,0.003511,NaN,-0.002263,0.004246,-0.011046,0.014257,-0.021692,-0.021421,-0.003594,0.000132555
731030,0.008569,0.022792,0.036252,0.026418,0.019825,NaN,0.030246,0.013918,0.034555,0.022491,0.063193,0.034704,0.01259,0.000136995
731031,-0.012319,-0.014624,-0.020452,-0.01022,-0.021012,NaN,0.049541,-0.013901,-0.013158,0.003574,-0.009385,0.031476,-0.006039,0.000137364
731034,0.027957,0.026855,0.056044,0.027533,-0.004672,NaN,0.003497,0.007489,0.027692,-0.032877,0.030526,0.002501,0.008695,0.000138104
731035,-0.00251,-0.027529,-0.001561,0.001489,0.014523,NaN,-0.010453,-0.011981,0.013307,-0.001841,0.009704,-0.011477,-0.001869,0.000137734
731037,-0.027265,0.080679,-0.083898,-0.026013,-0.037739,NaN,-0.027113,-0.007789,-0.020355,-0.027813,-0.042489,-0.031297,-0.008413,0.000137364
731038,-0.050022,0,-0.044937,-0.022129,-0.019684,NaN,-0.043431,-0.049955,-0.047252,-0.035761,-0.038035,-0.068265,-0.021517,0.000136625
731041,0.030413,0.035363,0.027397,0.041748,-0.011649,NaN,0.010216,-0.016714,0.016532,-0.005601,0.03844,0.038591,0.004557,0.000137364
731042,-0.068722,-0.01265,-0.06087,-0.040824,-0.065602,NaN,-0.046816,-0.026356,-0.038408,-0.01842,-0.069804,-0.039849,-0.012017,0.000136625
731043,0.066225,-0.017297,0.030864,0.014447,-0.001162,NaN,0.01336,0.018537,0.009716,0.031328,0.023309,-0.044868,0.006426,0.000134776
731044,0.080745,0.074967,0.069461,0.053503,0.111997,NaN,0.047693,0.03274,0.072701,0.076692,0.092222,0.093365,0.023237,0.000135515
731045,0.020115,0.029715,0.049272,0.021191,0.001345,NaN,0.035529,0.011935,0.00299,-0.003631,-0.006104,-0.019871,0.005732,0.000136255
731048,-0.035815,-0.057126,-0.054963,-0.029696,-0.017311,NaN,-0.056469,-0.006542,-0.035111,-0.002243,-0.042989,-0.013151,-0.006351,0.000136995
731049,0.047579,0.021237,0.004517,0.059735,0.025057,NaN,0,0.006585,0.026433,0.008991,0.042781,0.026097,0.012822,0.000135885
731050,-0.171713,-0.023853,-0.035975,-0.053584,-0.014222,NaN,-0.006061,-0.03916,-0.033779,-0.017405,-0.036923,-0.078463,-0.002985,0.000133296
731051,-0.039923,0.033208,0.035569,0.043382,-0.032161,NaN,0.01029,-0.002685,0.037037,0.028341,0.020767,0.023488,0.0038,0.000133666
731052,0.001002,0.029715,0.01295,-0.017266,0.037267,NaN,-0.003395,0.016346,-0.001001,-0.046714,-0.005216,0.02926,-0.003143,0.000132925
731055,-0.022022,-0.055948,0.015564,-0.047687,-0.027545,NaN,-0.008327,0.001419,-0.031073,-0.030211,-0.049292,-0.021182,-0.014393,0.000134036
731056,-0.02303,-0.247661,0.006021,0.001883,-0.049877,NaN,-0.017176,-0.012659,-0.004138,-0.011477,0.004413,-0.033599,-0.017583,0.000134036
731057,-0.032478,-0.045605,0.01741,0.052612,-0.00162,NaN,-0.002718,0.003636,0.018698,0.017491,0.057661,-0.005893,0.016067,0.000134036
731058,0.006497,0.071242,0.036364,-0.004998,0.052093,NaN,-0.065421,0.010583,0.012237,-0.013189,0.007788,0.036159,0.004801,0.000134036
731059,0.019903,-0.006488,-0.016512,-0.014711,-0.018973,NaN,0.015,-0.012264,-0.018805,-0.016819,-0.018032,0.030892,-0.003726,0.000133666
731062,-0.001582,0.02449,-0.008919,0,-0.040252,NaN,-0.006158,0.010984,-0.00616,0.00504,-0.020462,-0.012209,-0.001435,0.000134406
731063,-0.007396,-0.004781,0.01747,-0.019301,0.025066,NaN,0.018587,-0.006046,0.026515,0.005927,-0.031601,-0.010112,0.011641,0.000133296
731064,0.014369,0.000801,0.056191,0.009283,-0.015183,NaN,0.034469,0.017584,0.031533,0.00423,0.013274,0.038025,-0.001118,0.000132925
731065,0.039874,-0.0248,-0.002463,0.04599,-0.013307,NaN,0.01568,0.016253,0.044228,0.014743,-0.000546,0.008748,0.004023,0.000132925
731066,-0.016145,-0.003281,-0.009877,-0.012663,0.057566,NaN,-0.023929,-0.005699,-0.012769,-0.008302,-0.016931,-0.031436,-0.003627,0.000132555
731069,-0.018974,-0.020576,-0.025436,-0.008194,-0.012442,NaN,-0.002372,-0.015437,-0.044192,-0.011362,-0.03,-0.026861,-0.010603,0.000132555
731070,0.006273,-0.02521,-0.01433,-0.00467,0.012598,NaN,-0.00436,-0.002441,0.011229,0.003327,-0.0126,-0.005175,0.005522,0.000132555
731071,-0.018182,-0.042241,-0.066459,-0.038614,-0.029705,NaN,-0.014729,-0.018071,-0.032985,-0.022457,-0.054524,-0.043353,-0.015708,0.000131445
731072,0.007937,-0.058506,0.017241,0,0.007213,NaN,-0.00202,-0.001056,0.001351,0.002313,-0.019018,-0.016314,0.000645,0.000129963
731073,-0.001575,-0.048757,0.002187,0.010135,-0.027849,NaN,0.016194,0.008359,0.010118,0.007845,-0.051907,-0.052826,0.011429,0.000129222
731076,0.00368,0.017085,-0.006547,0.004088,-0.005893,NaN,-0.009163,0.008671,0.020367,0.004731,0.03496,0.014267,0.000199,0.000129963
731077,-0.018858,0.040514,-0.030752,-0.016654,0.010538,NaN,-0.000402,0.003212,-0.006872,-0.017317,-0.008923,-0.042199,-0.000359,0.000129222
731078,-0.015483,-0.042735,-0.036827,-0.040271,-0.022324,NaN,-0.030571,-0.011205,-0.018781,-0.023033,-0.034727,-0.048064,-0.005917,0.000129222
731079,0.011388,-0.026786,0.028235,-0.004706,0.016667,NaN,0.001245,0.007047,0.01276,0.022468,0.019987,0.037167,0.004627,0.00012774
731080,-0.031099,0.018349,-0.049771,-0.093775,-0.032787,NaN,-0.003315,-0.010969,-0.069297,-0.042402,-0.038537,-0.050034,-0.014483,0.000126628
731083,0.002767,0.041041,0.017459,-0.012174,0.025424,NaN,0.02869,-0.004685,0.004631,0.013251,0.006114,0.029181,0.007743,0.000128852
731084,-0.011038,-0.049038,-0.052663,-0.03125,-0.042645,NaN,-0.001617,-0.02123,-0.040071,-0.030622,-0.045915,-0.100277,-0.01414,0.00012774
731085,0.016183,0.031345,0.029357,0.006361,-0.017438,NaN,-0.008097,0.020316,0.032878,-0.001974,0.036093,0.029977,0.010838,0.00012737
731086,-0.021966,-0.055882,0.01699,-0.014447,-0.032507,NaN,-0.02,-0.009234,-0.010372,-0.025387,-0.043033,-0.010448,-0.004646,0.000128111
731087,0.042673,0.062305,0.088902,0.059093,0.07174,NaN,0.046647,0.038738,0.050958,0.04956,0.084226,0.064103,0.018967,0.000128852
731090,0.018848,-0.009775,-0.013151,-0.003028,-0.04423,NaN,-0.004377,-0.001215,0.002407,0.00419,-0.017117,-0.048901,-0.003917,0.000129963
731091,-0.027484,-0.015795,-0.051083,-0.017354,-0.042908,NaN,-0.016387,-0.017874,-0.021955,-0.025197,-0.061621,-0.031297,-0.015416,0.000128481
731092,-0.030978,-0.078235,-0.000585,-0.037528,-0.001482,NaN,-0.026818,-0.007813,-0.014381,-0.008067,-0.047109,-0.066154,-0.012827,0.000128852
731093,0,-0.054407,-0.062646,-0.030734,0.030612,NaN,-0.022965,-0.036205,-0.03452,-0.054938,-0.101124,-0.067545,-0.016445,0.000126628
731094,0.040381,0.028769,0.019988,0.011832,0.012241,NaN,-0.00812,-0.004085,0.030593,0.001932,0.0175,0.047703,0.003041,0.000126999
731098,-0.016173,-0.03915,-0.034293,0.043499,-0.031656,NaN,-0.181387,0.015408,-0.0397,-0.016652,-0.010647,-0.013491,0.004798,0.000129593
731099,0.016438,-0.10943,-0.056436,0.003138,0.003673,NaN,-0.041579,-0.011233,0.023091,0.029234,-0.000828,-0.090598,0.003578,0.000128481
731100,-0.044744,0.065359,-0.032258,-0.039321,0.008051,NaN,-0.028007,-0.023418,-0.049873,-0.029789,-0.095278,0.043233,-0.019179,0.000125887
731101,-0.024831,0.044172,-0.002778,0.002326,-0.038846,NaN,0.021469,-0.014388,-0.008046,-0.011067,0.013736,-0.031532,-0.023878,0.00012329
731104,0.005208,0.014101,0.00766,0.047332,0.030595,NaN,-0.010509,-0.001242,0.006952,0.03935,0.03523,0.092093,-3.60E-05,0.000122919
731111,-0.021877,-0.132097,-0.032481,-0.082853,-0.094741,NaN,-0.100056,-0.032445,-0.095129,-0.081105,-0.039267,-0.073254,-0.070731,9.80E-05
731112,-0.041789,-0.026702,-0.030714,-0.043961,0.012146,NaN,0.011236,0.032783,-0.005087,0.026649,0.033606,-0.071691,-0.001939,9.39E-05
731113,0.045455,0.002743,-0.005895,-0.035877,-0.0334,NaN,-0.049383,-0.004149,-0.050703,-0.008284,-0.015817,-0.00297,-0.01615,8.30E-05
731114,-0.078731,0.023256,-0.045219,-0.083857,-0.069108,NaN,-0.058442,-0.027083,-0.072262,-0.057732,0.009821,-0.00993,-0.043717,8.41E-05
731115,0.003189,0,-0.061335,-0.048627,-0.026673,NaN,0.031724,-0.031049,-0.06628,-0.020686,-0.04863,-0.129388,-0.016761,8.53E-05
731118,0.045772,-0.002674,0.038875,0.118461,0.06828,NaN,0.076203,0.047514,0.104145,0.046268,0.163569,0.065668,0.044688,9.01E-05
731119,-0.055319,-0.049598,0.003185,0.030108,0.002351,NaN,-0.00559,-0.003692,0.017363,-0.013651,-0.021565,0.003243,0.006522,9.09E-05
731120,-0.025097,-0.104372,-0.029365,-0.052192,-0.060781,NaN,-0.000625,-0.033351,-0.035978,-0.020078,-0.004082,-0.126078,-0.010535,9.01E-05
731121,0.023762,-0.023622,-0.080948,-0.006608,0.024296,NaN,0.0125,-0.014239,-0.016746,-0.006167,-0.013115,0.123305,0.01331,9.01E-05
731122,0,-0.037097,0.08363,0.027162,0.014188,NaN,-0.009259,0.019111,-0.005353,0.024219,0.04485,-0.032931,0.019137,9.09E-05
731125,0.001934,0.0067,-0.022989,0.009714,0.026667,NaN,-0.028037,0.010794,-0.021037,0.012116,0,0.031782,-0.001212,8.97E-05
731126,-0.031532,0.011647,-0.035294,-0.009086,0.011071,NaN,-0.022436,0.011434,-0.023488,0.024329,0.00159,0.016502,0.012873,8.56E-05
731127,-0.004651,0.111842,0.215157,0.113269,0.0518,NaN,0.04918,0.033913,0.086489,0.059943,0.084127,0.072511,0.019681,8.45E-05
731128,0.06008,0.04142,0.033692,0.081395,0.052252,NaN,0,0.003713,0.015073,0.003735,0.009517,0.077699,-0.006894,8.38E-05
731129,0.016373,0.022727,0.036061,0.010753,0.015982,NaN,0.028125,0.007296,0.019026,0.022679,0.029732,-0.030899,0.006696,8.30E-05
731132,0.003717,-0.011111,0.007363,0.024823,0.037828,NaN,0.030395,0.004897,0.01275,0.005544,-0.021127,0.013527,-0.005683,8.30E-05
731133,-0.012346,-0.029494,-0.030565,-0.020329,-0.018585,NaN,-0.013569,-0.013807,-0.035522,-0.059959,-0.014388,-0.031459,-0.001709,8.41E-05
731134,0.05125,0.050651,0.038382,0.025166,0.04578,NaN,0.016746,0.001132,0.075058,0.017412,0.043066,0.075787,0.020814,8.41E-05
731135,0.054697,0.081267,0.086469,0.075366,0.045007,NaN,0.064706,0.022108,0.062879,0.014592,0.047586,0.143641,0.018353,8.60E-05
731136,0.01522,0.028025,0.029769,-0.03364,-0.008917,NaN,0.013812,0.014487,0.020808,0.001065,-0.002004,-0.0336,-0.007044,8.53E-05
731139,-0.00111,0.100372,-0.043658,-0.022793,0.045154,NaN,-0.012534,0.011503,-0.02558,0.029798,-0.033467,-0.000828,0.00037,8.53E-05
731140,0.001112,0.076577,0.046885,0.029262,0.000487,NaN,0.020971,-0.001471,0.02379,0.006717,0.034626,0.035626,0.003916,8.41E-05
731141,-0.056635,-0.066946,-0.080731,-0.043263,-0.073214,NaN,-0.026486,0.010309,-0.015625,-0.041403,-0.085676,-0.0912,-0.015843,8.41E-05
731142,0.059447,-0.050448,0.071795,0,0.034507,NaN,-0.022765,-0.015938,-0.021164,0.01285,0.043924,-0.007923,-0.007294,8.30E-05
731143,0.016667,-0.054309,0,0.035745,-0.120386,NaN,0.039205,0.013727,0.004158,0.020264,0.019635,0.008873,0.004463,8.30E-05
731146,0.039344,0.094881,0.006579,0.02079,0.021752,NaN,0.000547,0.025329,0.047619,0.039033,0.028198,0.03606,0.018787,8.41E-05
731147,-0.046267,0.08894,-0.024955,0.003666,0.047099,NaN,-0.020765,0.005321,-0.011858,0.004488,0.004013,-0.016978,-0.00394,8.34E-05
731148,0.044653,-0.2,0.04997,0.010552,0.028787,NaN,0.00558,0.026084,0.0192,0.014728,-0.023318,0.031952,0.000593,8.23E-05
731149,0.012665,0.017016,0.0296,0.038554,0.034103,NaN,0.006659,0.01925,0.024333,0.020222,-0.048431,0.025105,0.01255,8.11E-05
731150,-0.027097,-0.027027,-0.025366,-0.013921,-0.036022,NaN,-0.015987,0.004518,-0.009195,-0.005754,-0.026523,-0.01551,0.008694,8.11E-05
731153,-0.055704,-0.06746,-0.050318,-0.055294,-0.078596,NaN,-0.02521,-0.02285,-0.064965,-0.041158,-0.013255,-0.063018,-0.02888,7.93E-05
731154,-0.001702,-0.089362,0.009135,-0.035284,0.016946,NaN,-0.024713,0.000276,-0.026468,-0.012743,0.007463,-0.018584,-0.015915,7.78E-05
731155,-0.002273,0.087227,0.021123,0.031842,-0.017412,NaN,-0.00825,-0.005338,0.037383,-0.012398,0.004444,-0.018936,-0.005022,7.78E-05
731156,0.058656,-0.004298,0.043735,0.02377,0.014482,NaN,0.027926,0.016841,0.062244,0.063457,0.044985,0.029412,0.020924,7.81E-05
731157,-0.001076,-0.034532,-0.02265,0.015071,-0.028926,NaN,-0.021965,-0.003549,0.013878,-0.007115,0.01976,-0.021429,0.006438,7.63E-05
731160,0.026925,0.041729,0.03708,0.015249,0.041586,NaN,-0.001773,0.004292,0.025856,0.030456,0.035294,0.093978,0.012617,7.63E-05
731161,0.026219,0.008584,0.031844,0.037154,0.033983,NaN,0.172883,0.0331,0.047849,0.023866,0.01738,0.083403,0.015897,7.02E-05
731162,0.001022,0.053901,0.024905,0.000381,0.016343,NaN,-0.031802,0.003345,0.001416,-0.008182,0.023653,0.033872,-0.003565,6.84E-05
731163,-0.044921,-0.061911,0.008452,-0.00419,-0.021912,NaN,-0.043274,-0.000351,-0.000353,0.002646,-0.008344,-0.023083,0.003469,6.99E-05
731164,0,0.021521,0.005762,-0.01492,0.028907,NaN,0.034877,0.002372,-0.014144,0.012263,-0.004531,0.045732,0.002136,6.95E-05
731167,0.002138,-0.009831,0.003125,0.001553,0.012467,NaN,0.016324,0.006837,0.017934,0.008894,0.0013,-0.001458,-0.005581,6.95E-05
731168,0.033067,0.034043,0.016615,0.039938,0.038155,NaN,0.048187,0.01602,0.058844,0.032072,-0.057143,0.019708,0.02137,6.99E-05
731169,0.01239,0.301783,0.015832,0.023863,0.038089,NaN,0.091448,-0.020137,0.042263,-0.028719,0.027548,0.088762,0.007733,7.10E-05
731170,-0.008159,-0.046365,0.012569,0.008376,-0.033312,NaN,0.000453,0.003498,-0.017241,0.002578,-0.008713,-0.024984,0.004966,7.29E-05
731171,-0.024679,-0.01105,-0.005958,-0.039364,-0.001165,NaN,-0.026709,-0.002179,-0.004873,-0.005596,-0.016227,0.043156,-0.000289,7.40E-05
731174,0.054296,0.026816,0.034466,0.01203,0.035167,NaN,0.002326,0.004367,0.011753,0.012015,0.021993,0.052359,0.011094,7.36E-05
731175,-0.0235,-0.0642,-0.044423,-0.019688,-0.048301,NaN,-0.027842,0.003826,-0.033559,-0.017133,-0.020847,-0.085381,-0.00694,7.40E-05
731176,0.00768,0.023256,-0.03234,-0.016673,0.029606,NaN,-0.020525,-0.009529,0.028715,-0.020642,-0.032967,0.002686,-0.006737,7.44E-05
731178,0.00813,0.031818,0.022977,0.0158,0.011337,NaN,0.020468,0.008833,0.008114,0.010304,0.023437,0.053583,0.012714,7.40E-05
731181,0.077117,0.344714,0.017356,0.021244,0.058652,NaN,0.009074,0.008496,0.026079,0.006645,0.022901,0.14876,0.002313,7.51E-05
731182,-0.017314,-0.059787,-0.01154,-0.016345,-0.005985,NaN,-0.039281,-0.01831,0.013806,-0.021492,-0.02171,-0.037078,-0.011035,7.29E-05
731183,-0.022381,0.009582,-0.041624,-0.018505,0.005095,NaN,-0.006404,-0.017951,-0.017023,-0.014747,-0.020804,-0.068391,-0.016123,7.10E-05
731184,-0.005358,-0.037964,0.053496,0.04117,0.017512,NaN,0.060982,0.02033,0.017632,0.032484,0.004958,0.030228,0.012429,6.84E-05
731185,0.043095,0.015247,0.027652,0.032151,0.027627,NaN,0.02757,0.010137,0.01052,-0.009716,-0.011276,-0.067665,0.002253,6.76E-05
731188,-0.011737,-0.073322,-0.028376,-0.009667,-0.014691,NaN,-0.022738,-0.012631,-0.018983,0.008721,-0.023521,0.016699,-0.008892,6.76E-05
731189,0.064133,0.137274,0.033233,0.015184,0.043537,NaN,0.046999,0.021992,0.025593,0.01899,0.007299,0.071383,0.013302,6.61E-05
731190,0.060714,-0.01425,0.049708,0.056624,-0.014431,NaN,0.036444,0.040809,0.053256,0.031818,0.113768,0.005896,0.022682,6.72E-05
731191,-0.041246,0.028912,0.011606,-0.008763,0.016961,NaN,0.000429,-0.010379,-0.013002,0.008076,0.034483,0.114889,-0.001498,6.65E-05
731192,-0.010536,-0.032231,-0.028912,-0.015981,-0.031361,NaN,0.008144,0.002164,-0.026932,-0.011945,0.000629,-0.070978,-0.004919,6.42E-05
731195,0,-0.005124,-0.019849,-0.001037,-0.013981,NaN,-0.022109,-0.006146,-0.008724,-0.011352,-0.030798,0.008489,-0.012738,6.50E-05
731196,-0.033718,0.050644,0.001929,0.005189,0.046269,NaN,-0.043913,0.015377,0.007284,0.003877,-0.020104,0.03367,-0.003334,6.31E-05
731197,-0.013315,-0.026961,-0.013474,0.004129,-0.008559,NaN,-0.008186,0.013992,0.026815,0.009358,-0.000662,0.039088,0.000651,6.35E-05
731198,-0.022801,-0.085642,-0.072683,-0.023989,-0.048058,NaN,-0.033929,-0.023945,-0.044308,-0.024724,-0.028477,-0.081505,-0.012972,6.42E-05
731199,-0.029048,0.010101,0.019989,-0.01264,0.006499,NaN,-0.003322,0.007069,0.021492,0.017655,-0.006817,-0.021047,0.004577,6.57E-05
731202,0.01128,-0.017273,-0.006704,0.012802,0.040547,NaN,-0.007619,0.001982,0.02104,0.022835,0.0151,0.037769,0.008294,6.61E-05
731203,0.018914,0.004625,0.018692,0.011236,-0.035792,NaN,-0.012524,0.007088,-0.00471,0.004204,0.017579,0.029115,0.010758,6.50E-05
731204,0.029034,-0.013812,-0.013761,-0.005208,-0.00913,NaN,0.009756,0.01383,-0.022479,0.003176,-0.008638,-0.036453,0.00726,6.42E-05
731205,-0.043941,-0.052288,-0.05478,-0.037347,-0.039426,NaN,0,-0.009605,-0.032375,-0.039286,-0.02882,-0.084133,-0.008077,6.42E-05
731206,0.015965,-0.014778,-0.005467,0,0.022016,NaN,0.014493,-0.005705,0.013446,0.011684,-0.007591,0.043157,0.005024,6.50E-05
731209,0.017143,-0.017,-0.004398,0.006889,-0.018157,NaN,-0.010952,-0.004508,-0.012033,-0.003998,-0.002782,-0.014775,0,6.53E-05
731211,0.006086,0.129196,0.007178,0.006482,0.039649,NaN,0.006259,0.007822,0.008432,0.006095,-0.017434,0.05039,0.005261,6.65E-05
731212,0.026989,-0.045045,0.013706,-0.002147,-0.002563,NaN,-0.004785,0.008987,0.011768,0.002512,-0.007097,0.014849,0.00443,6.61E-05
731213,0.016312,0.028302,0.002704,-0.005737,0.027505,NaN,0.000962,-0.004858,-0.013162,0.000295,0.005004,0.029826,0.00056,6.53E-05
731216,-0.023629,-0.007339,-0.023193,-0.019834,-0.016032,NaN,-0.013449,-0.015785,-0.024504,-0.023869,-0.017781,-0.030601,-0.011392,6.61E-05
731218,0.063927,0.012939,0.061844,0.011773,-0.010912,NaN,0.054041,0.004464,0.049285,0.011925,0.01231,0.050169,0.00547,6.61E-05
731219,0.012017,0.085766,0.079563,0.055636,0.027656,NaN,0.060508,0.017778,0.076364,0.032667,0.093705,0.026838,0.009802,6.57E-05
731220,0.004665,0.029412,0.003372,0.01929,0.007353,NaN,0.008711,0.015688,0.007601,-0.004767,0.010464,-0.012023,0.008612,6.53E-05
731223,-0.033347,0.007347,-0.014402,0.001014,-0.024818,NaN,-0.006045,-0.012341,-0.014529,-0.004935,0.002589,0.043915,-0.00611,6.38E-05
731224,-0.012664,-0.039708,0.020458,0.000675,0.011078,NaN,-0.010426,0.00524,0.008789,0.01196,0.016785,-0.010137,-0.004387,6.38E-05
731225,-0.042459,-0.027004,-0.004773,-0.008435,-0.009624,NaN,0.029851,-0.001684,-0.006183,-0.009657,0.062222,0.036866,-0.005562,6.38E-05
731226,-0.0194,-0.042498,0.007194,-0.002042,-0.013455,NaN,-0.005541,-0.018877,-0.020079,0.008296,-0.002391,0.011852,-0.002598,6.38E-05
731227,-0.008479,-0.000906,-0.037619,-0.011251,-0.032126,NaN,-0.019288,-0.014983,-0.002886,-0.009671,-0.025165,-0.016105,-0.007979,6.01E-05
731230,0.004751,-0.083409,-0.028699,-0.028276,-0.011116,NaN,-0.015734,-0.018785,0.008394,-0.002041,0.007376,-0.057044,-0.009623,6.01E-05
731231,0.026005,0.017804,0.002547,0.014194,0.013775,NaN,0.024867,0.006777,-0.004592,0.015773,0.036608,0.024198,0.003309,6.08E-05
731232,-0.042396,-0.112731,-0.037602,-0.035339,-0.063876,NaN,-0.028596,-0.0122,-0.02797,-0.024155,-0.024132,-0.082178,-0.02109,6.12E-05
731233,0.081809,0.066813,0.028511,0.050054,0.027861,NaN,0.049509,0.021295,0.024325,0.029321,0.038601,0.125909,0.014438,6.23E-05
731234,-0.01379,0.043121,-0.032341,-0.029361,-0.023211,NaN,-0.039099,-0.047123,-0.030408,-0.053822,-0.042973,-0.045726,-0.007938,6.16E-05
731238,-0.015787,0.240157,-0.04191,-0.049822,-0.01213,NaN,-0.035383,-0.032823,-0.053166,-0.024811,-0.032767,-0.040625,-0.005941,6.46E-05
731239,0.054995,-0.010317,0.048173,-0.000749,-0.006056,NaN,0.016048,-0.023529,0.023659,-0.01117,0.050816,0.001086,0.001767,6.50E-05
731240,0.008254,0.123496,0.006339,0.023238,0.013708,NaN,0.021209,0.0076,0.023112,0.013492,0.029851,-0.013557,0.006691,6.53E-05
731241,0.001723,0.030692,0.004199,0.041758,0.012521,NaN,-0.00707,0.005151,0.014458,-0.012384,-0.032464,0.026938,0.004492,6.53E-05
731244,0.00086,0.073407,0.029796,-0.000703,-0.015664,NaN,-0.017802,-0.01034,0.007126,0.000313,0.012582,0.001071,0.002609,6.68E-05
731245,-0.008595,-0.082581,-0.035025,-0.043279,-0.006365,NaN,-0.051201,-0.047619,-0.036557,-0.023504,-0.023669,-0.027807,-0.025087,6.53E-05
731246,0.044213,-0.022504,0.017359,0.013976,-0.02731,NaN,0.048711,0.024757,0.036108,0.008504,0.007273,-0.054455,0.015036,6.65E-05
731247,0.026152,0.020863,0.023785,-0.002902,0.022877,NaN,0.006831,0.02217,0.034849,0.013683,0.038508,0.002909,0.016211,6.68E-05
731248,-0.01254,NaN,-0.029798,-0.0251,-0.016435,NaN,-0.004975,0.00102,-0.010559,-0.016481,-0.050406,-0.032483,-0.001283,6.68E-05
731251,0.038509,-0.116984,-0.046851,0.001493,-0.042894,NaN,0.001818,-0.011111,-0.019902,-0.024577,-0.016473,-0.055755,-0.022224,6.72E-05
731252,0.003945,-0.082203,0.010377,-0.010432,-0.019078,NaN,-0.029492,-0.004682,-0.004709,0.000491,-0.019231,0.00127,-0.000157,6.68E-05
731253,-0.030648,-0.02087,0.005946,0.004518,0.012844,NaN,-0.025245,0.004421,-0.026036,-0.012265,0.014548,0.007609,-0.00298,6.61E-05
731254,-0.014998,-0.001776,-0.083289,-0.017991,-0.004348,NaN,-0.002398,-0.025509,-0.01853,-0.009934,-0.007481,-0.033984,-0.002731,6.57E-05
731255,-0.011111,0.113879,-0.017585,0.001908,0.066412,NaN,-0.019231,0.010394,0.0065,0.014214,0.016332,0.084691,0.012343,6.57E-05
731258,0.039534,0.0623,0.055489,0.020952,-0.022692,NaN,0.022059,0.022764,0.032288,0.007914,0.010507,-0.006006,0.014422,6.65E-05
731259,-0.010809,-0.030075,-0.024308,0.001866,0.013443,NaN,-0.003837,-0.007543,-0.017873,-0.016195,-0.010398,-0.013293,-0.002128,6.65E-05
